header timestamp,object.id,class_label_pred,pose.position.x,pose.position.y,pose.position.z,pose.orientation.w,pose.orientation.x,pose.orientation.y,pose.orientation.z,velocity.linear.x,velocity.angular.z,yaw,dimension_x,dimension_y,dimension_z
1572937773.31696,99,Null,-16.471903,-3.850067,0.5,0.999999,0,0,-0.001505,30.132624,0,-0.003009,4.095846,1.421712,1
1572937773.31696,115,Null,-57.968384,-1.618913,0.5,1,0,0,-0.000993,31.515781,0,-0.001986,0.467884,1.426202,1
1572937773.31696,102,Null,12.798773,-4.106944,0.5,0.999998,0,0,-0.002047,28.648474,0,-0.004094,4.281078,1.586884,1
1572937773.41657,98,Car,57.004158,-0.176487,3.256472,1,0,0,0.00099,21.541115,0.001347,0.001981,4.472491,1.582816,1
1572937773.41657,12060,Car,76.707664,-0.756093,2.910256,0.999982,0,0,-0.005944,30.81521,-0.000197,-0.011889,12.769293,1.385057,1.336403
1572937773.41657,99,Null,-16.463535,-3.830213,0.5,0.999999,0,0,-0.00144,30.088844,0,-0.002881,4.095846,1.421712,1
1572937773.41657,98,Null,57.004158,-0.176487,3.256472,1,0,0,0.00099,36.142357,0,0.001981,4.472491,1.582816,1
1572937773.41657,115,Null,-57.822674,-1.626709,0.5,1,0,0,-0.000826,31.480673,0,-0.001652,0.467884,1.426202,1
1572937773.41657,102,Null,12.669543,-4.092167,0.5,0.999998,0,0,-0.002112,28.669121,0,-0.004223,4.281078,1.586884,1
1572937773.51648,98,Car,57.49976,-0.246257,3.609325,0.999999,0,0,0.001207,14.750415,0.000874,0.002414,4.472491,1.582816,1
