frame seq,bag timestamp,header timestamp,position x,position y,oritentation yaw,oritentation pitch,orientation roll,velocity,ego_lane
293,1638350264.240178944,1638350264.240178944,108.865,-5.34091,-0.872331,0,0,6.81623,0
294,1638350264.340195072,1638350264.340195072,109.297,-5.87166,-0.902572,0,0,6.91632,0
295,1638350264.440174336,1638350264.440174336,109.719,-6.42269,-0.933073,0,0,6.99237,0
296,1638350264.540129280,1638350264.540129280,110.128,-6.9923,-0.963493,0,0,7.06766,0
297,1638350264.640100096,1638350264.640100096,110.523,-7.58019,-0.993784,0,0,7.10145,0
298,1638350264.740085504,1638350264.740085504,110.903,-8.18311,-1.02416,0,0,7.1922,0
299,1638350264.840068864,1638350264.840068864,111.268,-8.8047,-1.05501,0,0,7.25259,0
300,1638350264.940067072,1638350264.940067072,111.617,-9.44233,-1.08551,0,0,7.29221,0
301,1638350265.040055552,1638350265.040055552,111.947,-10.0937,-1.11628,0,0,7.40831,0
302,1638350265.140041728,1638350265.140041728,112.263,-10.7655,-1.14689,0,0,7.49271,0
303,1638350265.240002304,1638350265.240002304,112.561,-11.4543,-1.17746,0,0,7.52028,0
304,1638350265.339943936,1638350265.339943936,112.84,-12.1547,-1.20703,0,0,7.54988,0
305,1638350265.439888896,1638350265.439888896,113.099,-12.8662,-1.23502,0,0,7.60103,0
306,1638350265.539837696,1638350265.539837696,113.341,-13.5897,-1.26217,0,0,7.7389,0
307,1638350265.639785472,1638350265.639785472,113.567,-14.3322,-1.28919,0,0,7.81243,0
308,1638350265.739750912,1638350265.739750912,113.774,-15.0879,-1.31541,0,0,7.85506,0
309,1638350265.839707136,1638350265.839707136,113.964,-15.8529,-1.34085,0,0,7.9218,0
